Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Parkinson Disease	C0030567	ADAM17	6868	P78536	ADAM metallopeptidase domain 17		316	0.453	0.808	0.99528	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	TACR1	6869	P25103	tachykinin receptor 1	G-protein coupled receptor	217	0.502	0.885	0.00038437	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	KLF9	687	Q13886	Kruppel like factor 9	Nucleic acid binding	77	0.595	0.577	0.88783	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TAF1	6872	P21675	TATA-box binding protein associated factor 1	Kinase	139	0.581	0.808	1.0	0.01		0.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	TAP1	6890	Q03518	transporter 1, ATP binding cassette subfamily B member	Transporter	181	0.5	0.808	5.3431e-06	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	CNTN2	6900	Q02246	contactin 2	Receptor	99	0.581	0.692	0.0021095	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	MIR561	693146		microRNA 561		9	0.861	0.154		0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	MIR579	693164		microRNA 579		18	0.729	0.346		0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	MIR590	693175		microRNA 590		99	0.553	0.692		0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	MIR599	693184		microRNA 599		22	0.729	0.308		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR613	693198		microRNA 613		60	0.608	0.615		0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	MIR625	693210		microRNA 625		64	0.604	0.654		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR626	693211		microRNA 626		6	0.839	0.192		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MIR634	693219		microRNA 634		19	0.743	0.423		0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	DYNLT3	6990	P51808	dynein light chain Tctex-type 3	Cellular structure	11	0.769	0.269	0.71894	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	TEF	7008	Q10587	TEF transcription factor, PAR bZIP family member	Nucleic acid binding	34	0.686	0.538	0.63291	0.01		1.0	1	1	2012.0	2012.0
Parkinson Disease	C0030567	TMBIM6	7009	P55061	transmembrane BAX inhibitor motif containing 6		52	0.653	0.577	0.015024	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TF	7018	P02787	transferrin	Enzyme	168	0.527	0.846	4.1001e-08	0.01		1.0	1	2	2005.0	2005.0
Parkinson Disease	C0030567	TFDP2	7029	Q14188	transcription factor Dp-2	Nucleic acid binding	18	0.769	0.308	0.9995	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	THAS	7055		thoracoabdominal syndrome		120	0.56	0.808		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	THBS1	7057	P07996	thrombospondin 1		480	0.407	0.885	0.99985	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	THOP1	7064	P52888	thimet oligopeptidase 1	Enzyme	91	0.573	0.846	0.0001213	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	TIAL1	7073	Q01085	TIA1 cytotoxic granule associated RNA binding protein like 1		16	0.769	0.346	0.99992	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TIMP1	7076	P01033	TIMP metallopeptidase inhibitor 1	Enzyme modulator	603	0.38	0.885	0.4993	0.01		0.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	TKT	7086	P29401	transketolase	Enzyme	92	0.595	0.769	0.006748	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TM7SF2	7108	O76062	transmembrane 7 superfamily member 2	Enzyme	217	0.486	0.808	1.366e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	C1R	715	P00736	complement C1r	Enzyme	96	0.638	0.654	0.77888	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TPT1	7178	P13693	tumor protein, translationally-controlled 1	Cellular structure	143	0.528	0.731	0.80548	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CRISP2	7180	P16562	cysteine rich secretory protein 2	Immune response	168	0.512	0.769	1.4437e-12	0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	NR2C1	7181	P13056	nuclear receptor subfamily 2 group C member 1	Nuclear receptor	6	0.839	0.154	0.68284	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	HSP90B1	7184	P14625	heat shock protein 90 beta family member 1	Chaperone	155	0.522	0.808	0.9972	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TRAF6	7189	Q9Y4K3	TNF receptor associated factor 6	Signaling	254	0.472	0.808	0.99739	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	C4A	720	P0C0L4;P0C0L5	complement C4A (Rodgers blood group)	Enzyme modulator	145	0.563	0.769	1.5416e-11	0.01		1.0	1	0	1984.0	1984.0
Parkinson Disease	C0030567	C4B	721	P0C0L4;P0C0L5	complement C4B (Chido blood group)	Enzyme modulator	66	0.603	0.808	0.83464	0.01		1.0	1	0	1984.0	1984.0
Parkinson Disease	C0030567	TRPC6	7225	Q9Y210	transient receptor potential cation channel subfamily C member 6	Ion channel	166	0.514	0.692	3.0274e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	ATXN8	724066	Q156A1	ataxin 8		45	0.743	0.269		0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	PHLDA2	7262	Q53GA4	pleckstrin homology like domain family A member 2		58	0.636	0.615	0.15046	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TST	7263	Q16762	thiosulfate sulfurtransferase	Enzyme	91	0.588	0.654	7.8734e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	TUBA4A	7277	P68366	tubulin alpha 4a	Cellular structure	20	0.751	0.269	0.15983	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	POTEF	728378	A5A3E0	POTE ankyrin domain family member F		215	0.481	0.885	5.4522e-06	0.01		1.0	1	1	2004.0	2004.0
Parkinson Disease	C0030567	TUFM	7284	P49411	Tu translation elongation factor, mitochondrial	Enzyme	45	0.678	0.615	0.004184	0.01		0.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	TNFRSF4	7293	P43489	TNF receptor superfamily member 4		123	0.547	0.692	0.00015133	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	PLIN4	729359	Q96Q06	perilipin 4		14	0.821	0.231	5.578e-16	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TXNRD1	7296	Q16881	thioredoxin reductase 1	Enzyme	136	0.529	0.692	1.6062e-06	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	TYMS	7298	P04818	thymidylate synthetase	Enzyme	406	0.425	0.846	0.72247	0.01		1.0	1	1	2018.0	2018.0
Parkinson Disease	C0030567	TYROBP	7305	O43914	transmembrane immune signaling adaptor TYROBP		135	0.573	0.769	0.20238	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	UBE2V1	7335	A5PLL7;Q13404	ubiquitin conjugating enzyme E2 V1		46	0.641	0.654	0.00012406	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	UBE3A	7337	Q05086	ubiquitin protein ligase E3A		155	0.561	0.692	0.9998	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	UBTF	7343	P17480	upstream binding transcription factor		44	0.705	0.462	1.0	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	UCN	7349	P55089	urocortin	Signaling	134	0.539	0.769	0.44958	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	UCP1	7350	P25874	uncoupling protein 1	Transporter	124	0.545	0.769	1.6903e-11	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	UMOD	7369	P07911	uromodulin		164	0.52	0.846	3.0798e-17	0.01		1.0	1	0	2003.0	2003.0
Parkinson Disease	C0030567	UQCRFS1	7386	P47985	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1		109	0.558	0.654	0.18923	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	UQCRH	7388	P07919	ubiquinol-cytochrome c reductase hinge protein	Enzyme	15	0.821	0.154	0.0020194	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	VGF	7425	O15240	VGF nerve growth factor inducible		63	0.626	0.538	0.56825	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	VHL	7428	P40337	von Hippel-Lindau tumor suppressor	Enzyme	372	0.443	0.846	0.079515	0.01		1.0	1	0	2003.0	2003.0
Parkinson Disease	C0030567	VIP	7432	P01282	vasoactive intestinal peptide	Signaling	376	0.437	0.846	0.00041995	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	VIPR1	7433	P32241	vasoactive intestinal peptide receptor 1	G-protein coupled receptor	102	0.573	0.654	7.4401e-27	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	VSNL1	7447	P62760	visinin like 1		52	0.631	0.423	0.45742	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	WAS	7454	P42768	WASP actin nucleation promoting factor	Cellular structure	204	0.529	0.808	0.99901	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	WFS1	7466	O76024	wolframin ER transmembrane glycoprotein		185	0.528	0.846	1.6231e-38	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	WNT5A	7474	P41221	Wnt family member 5A	Signaling	375	0.443	0.808	0.98732	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	XK	7504	P51811	X-linked Kx blood group		104	0.575	0.654	0.95373	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	XRCC1	7515	P18887	X-ray repair cross complementing 1		410	0.421	0.923	6.3386e-09	0.01		1.0	1	1	2012.0	2012.0
Parkinson Disease	C0030567	XRCC3	7517	O43542	X-ray repair cross complementing 3		184	0.505	0.769	1.9134e-10	0.01		1.0	1	1	2012.0	2012.0
Parkinson Disease	C0030567	YWHAG	7532	P61981	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	Chaperone	85	0.621	0.5	0.964	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	YWHAH	7533	Q04917	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	Chaperone	20	0.743	0.269	0.78366	0.01		1.0	1	0	2002.0	2002.0
Parkinson Disease	C0030567	CNBP	7555	P62633	CCHC-type zinc finger nucleic acid binding protein		125	0.556	0.692	0.95994	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ZSCAN21	7589	Q9Y5A6	zinc finger and SCAN domain containing 21		1	1.0	0.038	3.4774e-12	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CA2	760	P00918	carbonic anhydrase 2		210	0.506	0.808	1.6946e-06	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	MIR671	768213		microRNA 671		47	0.636	0.577		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	CA12	771	O43570	carbonic anhydrase 12		81	0.592	0.731	1.2849e-11	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	MAP3K12	7786	Q12852	mitogen-activated protein kinase kinase kinase 12	Kinase	26	0.7	0.346	1.0	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	PRDM2	7799	Q13029	PR/SET domain 2		115	0.545	0.769	0.99996	0.01		1.0	1	2	2011.0	2011.0
Parkinson Disease	C0030567	LRP8	7804	Q14114	LDL receptor related protein 8		55	0.644	0.346	0.99983	0.01		0.0	1	2	2012.0	2012.0
Parkinson Disease	C0030567	TUBA1A	7846	Q71U36	tubulin alpha 1a	Cellular structure	82	0.597	0.769	0.96654	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	DUSP26	78986	Q9BV47	dual specificity phosphatase 26		35	0.682	0.346	0.00023011	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	ST8SIA4	7903	Q92187	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4		117	0.546	0.846	0.00040145	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	ASPSCR1	79058	Q9BZE9	ASPSCR1 tether for SLC2A4, UBX domain containing		54	0.653	0.538	4.4156e-12	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	FA2H	79152	Q7L5A8	fatty acid 2-hydroxylase	Enzyme	131	0.573	0.654	0.14678	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	DHRS11	79154	Q6UWP2	dehydrogenase/reductase 11	Enzyme	43	0.653	0.423	2.2434e-06	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	BRCC3	79184	P46736	BRCA1/BRCA2-containing complex subunit 3	Enzyme	33	0.686	0.5	0.0063932	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	FSD1	79187	Q9BTV5	fibronectin type III and SPRY domain containing 1		220	0.486	0.808	0.25199	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	LAP	7939		Laryngeal adductor paralysis		50	0.619	0.731		0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	CALB2	794	P22676	calbindin 2	Calcium-binding protein	124	0.545	0.692	4.5423e-07	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	FYCO1	79443	Q9BQS8	FYVE and coiled-coil domain autophagy adaptor 1		14	0.769	0.269	5.4118e-27	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	PAGR1	79447	Q9BTK6	PAXIP1 associated glutamate rich protein 1		79	0.597	0.808	0.74265	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	TNFAIP8L2	79626	Q6P589	TNF alpha induced protein 8 like 2		90	0.575	0.615	0.038364	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	MCPH1	79648	Q8NEM0	microcephalin 1	Nucleic acid binding	141	0.54	0.846	7.76e-30	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	NEIL1	79661	Q96FI4	nei like DNA glycosylase 1		59	0.623	0.769	4.9641e-07	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	RTL10	79680	Q7L3V2	retrotransposon Gag like 10		37	0.67	0.577		0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	LIN28A	79727	Q9H9Z2	lin-28 homolog A	Nucleic acid binding	161	0.523	0.731	0.019369	0.01		1.0	1	1	2019.0	2019.0
Parkinson Disease	C0030567	PEAK1	79834	Q9H792	pseudopodium enriched atypical kinase 1	Kinase	28	0.705	0.385	0.00086831	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CALCR	799	P30988	calcitonin receptor	G-protein coupled receptor	282	0.464	0.846	3.1176e-09	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	DHDDS	79947	Q86SQ9	dehydrodolichyl diphosphate synthase subunit	Enzyme	308	0.468	0.885	0.24533	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ELOVL7	79993	A1L3X0	ELOVL fatty acid elongase 7	Enzyme	13	0.821	0.231	0.010183	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CALD1	800	Q05682	caldesmon 1		94	0.578	0.692	0.99879	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	SLC8B1	80024	Q6J4K2	solute carrier family 8 member B1	Transporter	6	0.861	0.077	2.0302e-16	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TNKS2	80351	Q9H2K2	tankyrase 2		25	0.695	0.385	3.6661e-05	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	CSRP3	8048	P50461	cysteine and glycine rich protein 3	Cellular structure	108	0.572	0.731	0.00015859	0.01		1.0	1	0	2008.0	2008.0
Parkinson Disease	C0030567	FGF23	8074	Q9GZV9	fibroblast growth factor 23	Signaling	305	0.46	0.731	0.031014	0.01		1.0	1	0	2009.0	2009.0
Parkinson Disease	C0030567	ZNF436	80818	Q9C0F3	zinc finger protein 436	Transcription factor	40	0.67	0.5	5.1273e-05	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	TAS1R2	80834	Q8TE23	taste 1 receptor member 2	G-protein coupled receptor	8	0.861	0.192	7.6139e-17	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	CALR	811	P27797	calreticulin	Calcium-binding protein	487	0.413	0.923	0.89133	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	SLC7A5	8140	Q01650	solute carrier family 7 member 5	Transporter	173	0.513	0.808	0.23505	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	SLC14A2	8170	Q15849	solute carrier family 14 member 2	Transporter	71	0.606	0.692	1.0646e-17	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	RAB1B	81876	Q9H0U4	RAB1B, member RAS oncogene family		25	0.705	0.423	0.88438	0.01		1.0	1	0	2007.0	2007.0
Parkinson Disease	C0030567	SLC25A28	81894	Q96A46	solute carrier family 25 member 28	Transporter	2	0.931	0.115	0.92954	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	MLRL	8201		Myeloid leukemia-related gene (myeloid tumor suppressor)		95	0.564	0.769		0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	SYN3	8224	O14994	synapsin III	Cellular structure	38	0.686	0.462	0.0018871	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	GTPBP6	8225	O43824	GTP binding protein 6 (putative)		1	1.0	0.038	1.1591e-07	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	AXIN1	8312	O15169	axin 1		118	0.559	0.577	0.40765	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	FZD4	8322	Q9ULV1	frizzled class receptor 4	G-protein coupled receptor	239	0.49	0.923	0.96962	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	APH1B	83464	Q8WW43	aph-1 homolog B, gamma-secretase subunit	Enzyme modulator	9	0.821	0.231	2.8377e-11	0.01		1.0	1	1	2015.0	2015.0
Parkinson Disease	C0030567	TLCD3B	83723	Q71RH2	TLC domain containing 3B		22	0.705	0.346	0.66468	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	FSD1L	83856	Q9BXM9	fibronectin type III and SPRY domain containing 1 like		216	0.488	0.808	0.23386	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	CASP6	839	P55212	caspase 6	Enzyme	73	0.61	0.615	0.00012665	0.01		1.0	1	0	2010.0	2010.0
Parkinson Disease	C0030567	KREMEN1	83999	Q96MU8	kringle containing transmembrane protein 1	Receptor	21	0.729	0.462	0.011362	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	CASP7	840	P55210	caspase 7	Enzyme	83	0.581	0.654	5.3589e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	DTNBP1	84062	Q96EV8	dystrobrevin binding protein 1		93	0.588	0.615	6.8375e-06	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	CASP8	841	Q14790	caspase 8	Enzyme	480	0.404	0.923	3.7236e-06	0.01		1.0	1	0	2001.0	2001.0
Parkinson Disease	C0030567	MINDY4	84182	Q4G0A6	MINDY lysine 48 deubiquitinase 4		122	0.538	0.731	3.2175e-19	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ATP13A4	84239	Q4VNC1	ATPase 13A4		6	0.861	0.077	3.3306e-26	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	NR0B2	8431	Q15466	nuclear receptor subfamily 0 group B member 2	Nuclear receptor	251	0.474	0.808	8.3377e-06	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	NCK2	8440	O43639	NCK adaptor protein 2		25	0.743	0.5	0.45789	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	CUL1	8454	Q13616	cullin 1	Enzyme	58	0.617	0.615	1.0	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	MAK16	84549	Q9BXY0	MAK16 homolog		96	0.566	0.615	0.96452	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	MAP1LC3A	84557	Q9H492	microtubule associated protein 1 light chain 3 alpha	Cellular structure	67	0.61	0.654	0.027922	0.01		1.0	1	0	2011.0	2011.0
Parkinson Disease	C0030567	CASR	846	P41180	calcium sensing receptor	G-protein coupled receptor	517	0.41	0.846	0.046698	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	ZGPAT	84619	Q8N5A5	zinc finger CCCH-type and G-patch domain containing		54	0.653	0.654	0.00038328	0.01		1.0	1	0	2004.0	2004.0
Parkinson Disease	C0030567	EBPL	84650	Q9BY08	EBP like	Enzyme	76	0.615	0.577	7.8199e-05	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	SPZ1	84654	Q9BXG8	spermatogenic leucine zipper 1		173	0.507	0.769		0.01		1.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	USP30	84749	Q70CQ3	ubiquitin specific peptidase 30	Enzyme	9	0.821	0.154	8.2501e-05	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	PTPN5	84867	P54829	protein tyrosine phosphatase non-receptor type 5		50	0.666	0.538	0.0014228	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	ORAI1	84876	Q96D31	ORAI calcium release-activated calcium modulator 1	Ion channel	195	0.52	0.808	1.9068e-05	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	DGKD	8527	Q16760	diacylglycerol kinase delta	Enzyme	18	0.78	0.346	0.072171	0.01		0.0	1	0	2012.0	2012.0
Parkinson Disease	C0030567	PPIL4	85313	Q8WUA2	peptidylprolyl isomerase like 4		6	0.861	0.154	1.6878e-09	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	CHST1	8534	O43916	carbohydrate sulfotransferase 1		4	0.89	0.077	0.76863	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	DNAJC14	85406	Q6Y2X3	DnaJ heat shock protein family (Hsp40) member C14		11	0.805	0.423	0.99999	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	LGR5	8549	O75473	leucine rich repeat containing G protein-coupled receptor 5	G-protein coupled receptor	131	0.542	0.654	2.5019e-08	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	PDXK	8566	O00764	pyridoxal kinase	Kinase	27	0.705	0.385	0.74906	0.01		1.0	1	1	2009.0	2009.0
Parkinson Disease	C0030567	CASK	8573	O14936	calcium/calmodulin dependent serine protein kinase	Kinase	193	0.538	0.808	1.0	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	PRKRA	8575	O75569	protein activator of interferon induced protein kinase EIF2AK2	Kinase	113	0.579	0.615	0.41653	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	CAV2	858	P51636	caveolin 2	Enzyme modulator	96	0.575	0.692	0.026973	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	RUNX1	861	Q01196	RUNX family transcription factor 1	Transcription factor	412	0.425	0.808	0.65377	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	USO1	8615	O60763	USO1 vesicle transport factor	Transporter	153	0.522	0.885	0.33417	0.01		1.0	1	0	2016.0	2016.0
Parkinson Disease	C0030567	PSMG1	8624	O95456	proteasome assembly chaperone 1		97	0.579	0.731	0.00034234	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TP63	8626	Q9H3D4	tumor protein p63	Transcription factor	816	0.362	0.769	0.99728	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	HSD17B6	8630	O14756	hydroxysteroid 17-beta dehydrogenase 6	Enzyme	82	0.592	0.692	0.34807	0.01		1.0	1	0	2020.0	2020.0
Parkinson Disease	C0030567	EIF3A	8661	Q14152	eukaryotic translation initiation factor 3 subunit A	Nucleic acid binding	78	0.592	0.769	1.0	0.01		1.0	1	0	2015.0	2015.0
Parkinson Disease	C0030567	PEA15	8682	Q15121	proliferation and apoptosis adaptor protein 15		110	0.553	0.692	0.79212	0.01		1.0	1	0	2014.0	2014.0
Parkinson Disease	C0030567	SNX3	8724	O60493	sorting nexin 3		15	0.743	0.423	0.24928	0.01		1.0	1	0	2018.0	2018.0
Parkinson Disease	C0030567	TNFRSF14	8764	Q92956	TNF receptor superfamily member 14		100	0.568	0.731	0.80752	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	FADD	8772	Q13158	Fas associated via death domain		137	0.537	0.846	0.52595	0.01		1.0	1	0	2002.0	2002.0
Parkinson Disease	C0030567	SNAP23	8773	O00161	synaptosome associated protein 23	Transporter	28	0.686	0.423	0.92412	0.01		1.0	1	0	2019.0	2019.0
Parkinson Disease	C0030567	RGS9	8787	O75916	regulator of G protein signaling 9		27	0.722	0.308	1.1251e-14	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	FGF18	8817	O76093	fibroblast growth factor 18	Signaling	50	0.647	0.577	0.38517	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CCN6	8838	O95389	cellular communication network factor 6	Signaling	126	0.568	0.731	0.00061942	0.01		1.0	1	0	2013.0	2013.0
Parkinson Disease	C0030567	ASAP2	8853	O43150	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2		85	0.585	0.731	0.99996	0.01		1.0	1	0	2017.0	2017.0
Parkinson Disease	C0030567	CCKBR	887	P32239	cholecystokinin B receptor	G-protein coupled receptor	105	0.573	0.615	2.1404e-06	0.01		1.0	1	0	2003.0	2003.0
Parkinson Disease	C0030567	FUBP1	8880	Q96AE4	far upstream element binding protein 1	Enzyme	61	0.61	0.615	1.0	0.01		1.0	1	0	2006.0	2006.0
Parkinson Disease	C0030567	EIF2B4	8890	Q9UI10	eukaryotic translation initiation factor 2B subunit delta		63	0.659	0.538	0.96117	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	EIF2B2	8892	P49770	eukaryotic translation initiation factor 2B subunit beta		72	0.647	0.538	2.083e-10	0.01		1.0	1	0	2005.0	2005.0
Parkinson Disease	C0030567	EIF2S2	8894	P20042	eukaryotic translation initiation factor 2 subunit beta	Nucleic acid binding	69	0.621	0.577	0.95327	0.01		1.0	1	0	2005.0	2005.0
